geoid,bimonth_id,counts,lat,long,season_indicator,year
19,150,0.0,28.065192319933743,-96.98801400882856,1,2001
20,150,0.0,28.0832355421802,-96.98767765912673,1,2001
21,150,0.0,28.10127871325365,-96.98734099832552,1,2001
22,150,0.0,28.11932183313021,-96.98700402620308,1,2001
23,150,0.0,28.137364901786,-96.98666674253738,1,2001
24,150,0.0,28.15540791919716,-96.98632914710603,1,2001
25,150,0.0,28.173450885339836,-96.98599123968641,1,2001
26,150,0.0,28.046849548514817,-96.96801271264377,1,2001
27,150,0.0,28.064892595643474,-96.96767328221378,1,2001
28,150,0.0,28.082935591549386,-96.96733353777104,1,2001
29,150,0.0,28.100978536208537,-96.96699347909183,1,2001
30,150,0.0,28.11902142959697,-96.96665310595216,1,2001
31,150,4.0,28.137064271690726,-96.9663124181277,1,2001
32,150,9.0,28.155107062465856,-96.96597141539387,1,2001
33,150,6.0,28.173149801898422,-96.96563009752577,1,2001
34,150,0.0,28.064589860698298,-96.94733286961169,1,2001
35,150,0.0,28.08263262799138,-96.94698973065174,1,2001
36,150,0.0,28.10067534396322,-96.94664627431857,1,2001
37,150,9.0,28.118718008589777,-96.94630250038597,1,2001
38,150,2.0,28.136760621846996,-96.94595840862736,1,2001
39,150,2.0,28.154803183710865,-96.94561399881594,1,2001
40,150,8.0,28.17284569415736,-96.94526927072457,1,2001
41,150,4.0,28.082326651679974,-96.92664624090558,1,2001
42,150,0.0,28.100369136691658,-96.92629938714471,1,2001
43,150,5.0,28.118411570282742,-96.9259522126457,1,2001
44,150,24.0,28.13645395242911,-96.92560471717978,1,2001
45,150,0.0,28.154496283106653,-96.9252569005179,1,2001
46,150,0.0,28.172538562291262,-96.92490876243066,1,2001
47,150,17.0,28.100059914569503,-96.90595282070895,1,2001
48,150,3.0,28.118102114851713,-96.9056022458723,1,2001
49,150,10.0,28.13614426361307,-96.90525134692814,1,2001
50,150,23.0,28.15418636082939,-96.90490012364516,1,2001
51,150,4.0,28.172228406476485,-96.90454857579175,1,2001
52,150,0.0,28.190270400530185,-96.904196703136,1,2001
53,150,41.0,28.09974767777417,-96.88560657814963,1,2001
54,150,25.0,28.117789642474257,-96.88525260320637,1,2001
55,150,0.0,28.13583155557663,-96.88489830101526,1,2001
56,150,16.0,28.153873417057,-96.8845436713428,1,2001
57,150,52.0,28.171915226891116,-96.88418871395511,1,2001
58,150,0.0,28.189956985054717,-96.88383342861806,1,2001
59,150,10.0,28.11747415332967,-96.86490328778821,1,2001
60,150,0.0,28.135515828499237,-96.8645455825837,1,2001
61,150,0.0,28.153557451969128,-96.86418754675559,1,2001
62,150,17.0,28.17159902371498,-96.86382918006778,1,2001
63,150,62.0,28.189640543712454,-96.8634704822839,1,2001
64,150,0.0,28.13519708256211,-96.8441931947757,1,2001
65,150,0.0,28.15323846574714,-96.84383175302803,1,2001
66,150,4.0,28.171279797129614,-96.84346997727648,1,2001
67,150,44.0,28.189321076685104,-96.84310786728247,1,2001
68,150,0.0,28.13487531794817,-96.82384114073321,1,2001
69,150,13.0,28.152916458574143,-96.82347629330428,1,2001
70,150,1.0,28.17095754731831,-96.82311110872763,1,2001
71,150,0.0,28.18899858415615,-96.82274558676241,1,2001
72,150,26.0,28.152591430634963,-96.80312117072819,1,2001
73,150,21.0,28.170632274466065,-96.8027525775673,1,2001
74,150,0.0,28.18867306631076,-96.80238364387206,1,2001
75,150,0.0,28.206713806144464,-96.80201436939903,1,2001
76,150,17.0,28.17030397875962,-96.7823943869413,1,2001
77,150,8.0,28.188344523335857,-96.78202204175946,1,2001
78,150,0.0,28.20638501582018,-96.78164935265214,1,2001
79,150,6.0,28.16997266038744,-96.76203653999507,1,2001
80,150,22.0,28.188012955420085,-96.7616607835723,1,2001
81,150,0.0,28.20605319827917,-96.76128468007666,1,2001
82,150,32.0,28.187678362753832,-96.74129987245796,1,2001
83,150,0.0,28.205718353711987,-96.74092035482225,1,2001
84,150,0.0,28.20538048231092,-96.72055638003818,1,2001
85,150,3.0,28.223079012152006,-96.69980605694319,1,2001
86,150,17.0,28.222734828855433,-96.67943937601618,1,2001
0,151,0.0,28.011651425604875,-97.0296832434519,3,2001
1,151,0.0,28.029695246655514,-97.02935459706651,3,2001
2,151,0.0,28.04773901674972,-97.02902564650692,3,2001
3,151,0.0,28.065782735863724,-97.02869639155665,3,2001
4,151,0.0,28.08382640397377,-97.02836683199894,3,2001
5,151,0.0,28.10187002105609,-97.02803696761677,3,2001
6,151,0.0,28.11991358708697,-97.02770679819281,3,2001
7,151,0.0,28.13795710204268,-97.02737632350946,3,2001
8,151,0.0,28.15600056589953,-97.02704554334882,3,2001
9,151,0.0,28.02940198756349,-97.0090200327905,3,2001
10,151,0.0,28.04744553600651,-97.00868769331778,3,2001
11,151,0.0,28.06548903339722,-97.00835504632123,3,2001
12,151,0.0,28.08353247971177,-97.00802209158184,3,2001
13,151,0.0,28.101575874926333,-97.00768882888035,3,2001
14,151,0.0,28.119619219017096,-97.00735525799723,3,2001
15,151,0.0,28.13766251196026,-97.00702137871264,3,2001
16,151,0.0,28.15570575373205,-97.00668719080643,3,2001
17,151,0.0,28.173748944308688,-97.00635269405822,3,2001
18,151,0.0,28.04714904653821,-96.98835004765245,3,2001
19,151,0.0,28.065192319933743,-96.98801400882856,3,2001
20,151,0.0,28.0832355421802,-96.98767765912673,3,2001
21,151,0.0,28.10127871325365,-96.98734099832552,3,2001
22,151,0.0,28.11932183313021,-96.98700402620308,3,2001
23,151,0.0,28.137364901786,-96.98666674253738,3,2001
24,151,0.0,28.15540791919716,-96.98632914710603,3,2001
25,151,2.0,28.173450885339836,-96.98599123968641,3,2001
26,151,0.0,28.046849548514817,-96.96801271264377,3,2001
27,151,0.0,28.064892595643474,-96.96767328221378,3,2001
28,151,0.0,28.082935591549386,-96.96733353777104,3,2001
29,151,0.0,28.100978536208537,-96.96699347909183,3,2001
30,151,0.0,28.11902142959697,-96.96665310595216,3,2001
31,151,0.0,28.137064271690726,-96.9663124181277,3,2001
32,151,4.0,28.155107062465856,-96.96597141539387,3,2001
33,151,8.0,28.173149801898422,-96.96563009752577,3,2001
34,151,0.0,28.064589860698298,-96.94733286961169,3,2001
35,151,0.0,28.08263262799138,-96.94698973065174,3,2001
36,151,0.0,28.10067534396322,-96.94664627431857,3,2001
37,151,18.0,28.118718008589777,-96.94630250038597,3,2001
38,151,0.0,28.136760621846996,-96.94595840862736,3,2001
39,151,4.0,28.154803183710865,-96.94561399881594,3,2001
40,151,2.0,28.17284569415736,-96.94526927072457,3,2001
41,151,9.0,28.082326651679974,-96.92664624090558,3,2001
42,151,0.0,28.100369136691658,-96.92629938714471,3,2001
43,151,2.0,28.118411570282742,-96.9259522126457,3,2001
44,151,20.0,28.13645395242911,-96.92560471717978,3,2001
45,151,0.0,28.154496283106653,-96.9252569005179,3,2001
46,151,2.0,28.172538562291262,-96.92490876243066,3,2001
47,151,7.0,28.100059914569503,-96.90595282070895,3,2001
48,151,8.0,28.118102114851713,-96.9056022458723,3,2001
49,151,11.0,28.13614426361307,-96.90525134692814,3,2001
50,151,24.0,28.15418636082939,-96.90490012364516,3,2001
51,151,0.0,28.172228406476485,-96.90454857579175,3,2001
52,151,0.0,28.190270400530185,-96.904196703136,3,2001
53,151,21.0,28.09974767777417,-96.88560657814963,3,2001
54,151,23.0,28.117789642474257,-96.88525260320637,3,2001
55,151,0.0,28.13583155557663,-96.88489830101526,3,2001
56,151,18.0,28.153873417057,-96.8845436713428,3,2001
57,151,42.0,28.171915226891116,-96.88418871395511,3,2001
58,151,0.0,28.189956985054717,-96.88383342861806,3,2001
59,151,13.0,28.11747415332967,-96.86490328778821,3,2001
60,151,1.0,28.135515828499237,-96.8645455825837,3,2001
61,151,0.0,28.153557451969128,-96.86418754675559,3,2001
62,151,25.0,28.17159902371498,-96.86382918006778,3,2001
63,151,45.0,28.189640543712454,-96.8634704822839,3,2001
64,151,0.0,28.13519708256211,-96.8441931947757,3,2001
65,151,0.0,28.15323846574714,-96.84383175302803,3,2001
66,151,7.0,28.171279797129614,-96.84346997727648,3,2001
67,151,45.0,28.189321076685104,-96.84310786728247,3,2001
68,151,0.0,28.13487531794817,-96.82384114073321,3,2001
69,151,6.0,28.152916458574143,-96.82347629330428,3,2001
70,151,6.0,28.17095754731831,-96.82311110872763,3,2001
71,151,0.0,28.18899858415615,-96.82274558676241,3,2001
72,151,15.0,28.152591430634963,-96.80312117072819,3,2001
73,151,12.0,28.170632274466065,-96.8027525775673,3,2001
74,151,2.0,28.18867306631076,-96.80238364387206,3,2001
75,151,0.0,28.206713806144464,-96.80201436939903,3,2001
76,151,15.0,28.17030397875962,-96.7823943869413,3,2001
77,151,17.0,28.188344523335857,-96.78202204175946,3,2001
78,151,0.0,28.20638501582018,-96.78164935265214,3,2001
79,151,16.0,28.16997266038744,-96.76203653999507,3,2001
80,151,13.0,28.188012955420085,-96.7616607835723,3,2001
81,151,0.0,28.20605319827917,-96.76128468007666,3,2001
82,151,30.0,28.187678362753832,-96.74129987245796,3,2001
83,151,0.0,28.205718353711987,-96.74092035482225,3,2001
84,151,0.0,28.20538048231092,-96.72055638003818,3,2001
85,151,3.0,28.223079012152006,-96.69980605694319,3,2001
86,151,15.0,28.222734828855433,-96.67943937601618,3,2001
0,152,0.0,28.011651425604875,-97.0296832434519,5,2002
1,152,0.0,28.029695246655514,-97.02935459706651,5,2002
2,152,0.0,28.04773901674972,-97.02902564650692,5,2002
3,152,0.0,28.065782735863724,-97.02869639155665,5,2002
4,152,0.0,28.08382640397377,-97.02836683199894,5,2002
5,152,0.0,28.10187002105609,-97.02803696761677,5,2002
6,152,0.0,28.11991358708697,-97.02770679819281,5,2002
7,152,0.0,28.13795710204268,-97.02737632350946,5,2002
8,152,0.0,28.15600056589953,-97.02704554334882,5,2002
9,152,0.0,28.02940198756349,-97.0090200327905,5,2002
10,152,0.0,28.04744553600651,-97.00868769331778,5,2002
11,152,0.0,28.06548903339722,-97.00835504632123,5,2002
12,152,0.0,28.08353247971177,-97.00802209158184,5,2002
13,152,0.0,28.101575874926333,-97.00768882888035,5,2002
14,152,0.0,28.119619219017096,-97.00735525799723,5,2002
15,152,0.0,28.13766251196026,-97.00702137871264,5,2002
16,152,0.0,28.15570575373205,-97.00668719080643,5,2002
17,152,0.0,28.173748944308688,-97.00635269405822,5,2002
18,152,0.0,28.04714904653821,-96.98835004765245,5,2002
19,152,0.0,28.065192319933743,-96.98801400882856,5,2002
20,152,0.0,28.0832355421802,-96.98767765912673,5,2002
21,152,0.0,28.10127871325365,-96.98734099832552,5,2002
22,152,0.0,28.11932183313021,-96.98700402620308,5,2002
23,152,0.0,28.137364901786,-96.98666674253738,5,2002
24,152,0.0,28.15540791919716,-96.98632914710603,5,2002
25,152,0.0,28.173450885339836,-96.98599123968641,5,2002
26,152,0.0,28.046849548514817,-96.96801271264377,5,2002
27,152,0.0,28.064892595643474,-96.96767328221378,5,2002
28,152,0.0,28.082935591549386,-96.96733353777104,5,2002
29,152,0.0,28.100978536208537,-96.96699347909183,5,2002
30,152,0.0,28.11902142959697,-96.96665310595216,5,2002
31,152,2.0,28.137064271690726,-96.9663124181277,5,2002
32,152,15.0,28.155107062465856,-96.96597141539387,5,2002
33,152,7.0,28.173149801898422,-96.96563009752577,5,2002
34,152,0.0,28.064589860698298,-96.94733286961169,5,2002
35,152,0.0,28.08263262799138,-96.94698973065174,5,2002
36,152,0.0,28.10067534396322,-96.94664627431857,5,2002
37,152,4.0,28.118718008589777,-96.94630250038597,5,2002
38,152,0.0,28.136760621846996,-96.94595840862736,5,2002
39,152,0.0,28.154803183710865,-96.94561399881594,5,2002
40,152,4.0,28.17284569415736,-96.94526927072457,5,2002
41,152,7.0,28.082326651679974,-96.92664624090558,5,2002
42,152,0.0,28.100369136691658,-96.92629938714471,5,2002
43,152,0.0,28.118411570282742,-96.9259522126457,5,2002
44,152,6.0,28.13645395242911,-96.92560471717978,5,2002
45,152,0.0,28.154496283106653,-96.9252569005179,5,2002
46,152,0.0,28.172538562291262,-96.92490876243066,5,2002
47,152,10.0,28.100059914569503,-96.90595282070895,5,2002
48,152,4.0,28.118102114851713,-96.9056022458723,5,2002
49,152,10.0,28.13614426361307,-96.90525134692814,5,2002
50,152,16.0,28.15418636082939,-96.90490012364516,5,2002
51,152,2.0,28.172228406476485,-96.90454857579175,5,2002
52,152,0.0,28.190270400530185,-96.904196703136,5,2002
53,152,17.0,28.09974767777417,-96.88560657814963,5,2002
54,152,15.0,28.117789642474257,-96.88525260320637,5,2002
55,152,4.0,28.13583155557663,-96.88489830101526,5,2002
56,152,19.0,28.153873417057,-96.8845436713428,5,2002
57,152,36.0,28.171915226891116,-96.88418871395511,5,2002
58,152,0.0,28.189956985054717,-96.88383342861806,5,2002
59,152,12.0,28.11747415332967,-96.86490328778821,5,2002
60,152,0.0,28.135515828499237,-96.8645455825837,5,2002
61,152,0.0,28.153557451969128,-96.86418754675559,5,2002
62,152,17.0,28.17159902371498,-96.86382918006778,5,2002
63,152,25.0,28.189640543712454,-96.8634704822839,5,2002
64,152,0.0,28.13519708256211,-96.8441931947757,5,2002
65,152,0.0,28.15323846574714,-96.84383175302803,5,2002
66,152,0.0,28.171279797129614,-96.84346997727648,5,2002
67,152,38.0,28.189321076685104,-96.84310786728247,5,2002
68,152,0.0,28.13487531794817,-96.82384114073321,5,2002
69,152,20.0,28.152916458574143,-96.82347629330428,5,2002
70,152,9.0,28.17095754731831,-96.82311110872763,5,2002
71,152,0.0,28.18899858415615,-96.82274558676241,5,2002
72,152,15.0,28.152591430634963,-96.80312117072819,5,2002
73,152,8.0,28.170632274466065,-96.8027525775673,5,2002
74,152,6.0,28.18867306631076,-96.80238364387206,5,2002
75,152,0.0,28.206713806144464,-96.80201436939903,5,2002
76,152,24.0,28.17030397875962,-96.7823943869413,5,2002
77,152,16.0,28.188344523335857,-96.78202204175946,5,2002
78,152,0.0,28.20638501582018,-96.78164935265214,5,2002
79,152,6.0,28.16997266038744,-96.76203653999507,5,2002
80,152,21.0,28.188012955420085,-96.7616607835723,5,2002
81,152,0.0,28.20605319827917,-96.76128468007666,5,2002
82,152,48.0,28.187678362753832,-96.74129987245796,5,2002
83,152,0.0,28.205718353711987,-96.74092035482225,5,2002
84,152,0.0,28.20538048231092,-96.72055638003818,5,2002
85,152,0.0,28.223079012152006,-96.69980605694319,5,2002
86,152,9.0,28.222734828855433,-96.67943937601618,5,2002
0,153,0.0,28.011651425604875,-97.0296832434519,1,2002
1,153,0.0,28.029695246655514,-97.02935459706651,1,2002
2,153,0.0,28.04773901674972,-97.02902564650692,1,2002
3,153,0.0,28.065782735863724,-97.02869639155665,1,2002
4,153,0.0,28.08382640397377,-97.02836683199894,1,2002
5,153,0.0,28.10187002105609,-97.02803696761677,1,2002
6,153,0.0,28.11991358708697,-97.02770679819281,1,2002
7,153,0.0,28.13795710204268,-97.02737632350946,1,2002
8,153,0.0,28.15600056589953,-97.02704554334882,1,2002
9,153,0.0,28.02940198756349,-97.0090200327905,1,2002
10,153,0.0,28.04744553600651,-97.00868769331778,1,2002
11,153,0.0,28.06548903339722,-97.00835504632123,1,2002
12,153,0.0,28.08353247971177,-97.00802209158184,1,2002
13,153,0.0,28.101575874926333,-97.00768882888035,1,2002
14,153,0.0,28.119619219017096,-97.00735525799723,1,2002
15,153,0.0,28.13766251196026,-97.00702137871264,1,2002
16,153,0.0,28.15570575373205,-97.00668719080643,1,2002
17,153,0.0,28.173748944308688,-97.00635269405822,1,2002
18,153,0.0,28.04714904653821,-96.98835004765245,1,2002
19,153,0.0,28.065192319933743,-96.98801400882856,1,2002
20,153,0.0,28.0832355421802,-96.98767765912673,1,2002
21,153,0.0,28.10127871325365,-96.98734099832552,1,2002
22,153,0.0,28.11932183313021,-96.98700402620308,1,2002
23,153,0.0,28.137364901786,-96.98666674253738,1,2002
24,153,0.0,28.15540791919716,-96.98632914710603,1,2002
25,153,0.0,28.173450885339836,-96.98599123968641,1,2002
26,153,0.0,28.046849548514817,-96.96801271264377,1,2002
27,153,0.0,28.064892595643474,-96.96767328221378,1,2002
28,153,0.0,28.082935591549386,-96.96733353777104,1,2002
29,153,0.0,28.100978536208537,-96.96699347909183,1,2002
